2.609111899313225624e-01,4.895909314420259784e-01
3.454825868857672733e-01,4.711943367273201400e-01
2.755952589433440791e-01,5.381475300141929097e-01
3.634058026689133691e-01,4.362324108158788238e-01
3.247436469574069839e-01,4.551295184394081872e-01
2.007723538319554080e-01,5.759537923723220265e-01
3.218314993799683554e-01,4.835449096655191070e-01
3.156652106495948518e-01,5.147294994367730414e-01
2.458897734077629127e-01,5.628016169356624410e-01
3.504992601447339262e-01,4.366358877064636101e-01
2.443519420880349013e-01,5.601904845030399871e-01
2.902324078582839695e-01,4.729592995853926785e-01
1.727794967331887366e-01,5.332131319015392945e-01
4.093484630391477364e-01,5.633113748822409228e-01
4.359647759078094098e-01,3.650437475044375213e-01
2.929084460822065639e-01,4.201100646591937604e-01
3.576139799123044805e-01,4.702580144804455187e-01
4.182511238755413085e-01,4.137734722173584956e-01
4.072696110314890650e-01,4.625033676808519845e-01
3.102817743412950025e-01,5.023586478342961792e-01
2.449476002540202924e-01,4.932170763346671594e-01
3.338799592439396502e-01,5.671228224809553575e-01
4.290937694753738096e-01,4.869498853043091047e-01
2.814685915995784882e-01,4.042151546241943283e-01
3.354636012291032365e-01,5.378810408563896583e-01
2.550394595903178740e-01,5.118469835534741330e-01
3.318001415851419833e-01,4.455557758846254157e-01
2.797768634937648491e-01,4.674488301391857004e-01
3.002284099381610227e-01,4.860601922189838886e-01
2.457198013613215992e-01,5.106424661562304346e-01
3.195173754552651513e-01,5.038363918102179984e-01
3.092967027556515203e-01,4.690053426858948327e-01
2.400517327132508649e-01,5.624862505087221409e-01
3.188518056157872982e-01,4.508712559084392946e-01
3.132282135122604894e-01,4.858462386014160139e-01
3.017732473609850419e-01,5.442502101001657211e-01
2.606987764229241611e-01,4.975967960991811156e-01
2.532724456100284294e-01,5.409935735278312841e-01
2.771601286202808323e-01,5.221626743965250839e-01
3.593936288399506296e-01,3.911013021764152553e-01
2.520675843930790250e-01,5.684983488666163209e-01
3.378543383179765658e-01,4.897183238820799756e-01
2.640257859277710395e-01,5.630609978715752639e-01
2.461066147008206251e-01,5.204568562611917582e-01
3.132668027909772945e-01,5.164345776166008317e-01
3.155476843129512154e-01,4.688279319709403037e-01
2.357182412178259190e-01,5.608619031300867697e-01
3.226835560400292402e-01,4.683637569463015571e-01
2.531646632119055051e-01,4.826146092120467967e-01
3.106995234420223961e-01,4.462009315722620384e-01
2.487131846999305895e-01,4.904667406151699272e-01
3.090826559522228401e-01,5.438121645156774875e-01
2.993155770272258875e-01,5.321448297398914118e-01
2.352200614475510876e-01,5.879183762661912560e-01
3.745551636529712569e-01,4.779081772861797361e-01
2.667079248820183324e-01,4.747522000587967028e-01
3.407979343136262607e-01,5.015904389437029209e-01
3.914409069501155747e-01,4.460826839586504722e-01
2.810865415003304113e-01,4.814960532507570612e-01
2.929142080943958337e-01,5.092808156363135552e-01
3.389226675396698196e-01,5.183810241553573617e-01
2.414830282101636805e-01,4.713943095889827628e-01
2.285141792295624641e-01,5.010901711417053983e-01
2.989239134060580616e-01,5.162222932186886215e-01
3.119744855433361219e-01,4.622817227206588164e-01
3.094009260996392618e-01,4.418816369169217273e-01
3.065466840494036616e-01,5.081917592242688464e-01
3.089325215514338585e-01,4.701032869210244880e-01
2.532939490857084031e-01,4.935576056085637653e-01
3.121078290276144140e-01,4.820681203479688093e-01
4.800112121626867179e-01,3.046419772207952237e-01
2.548327283678206712e-01,4.506178921837836193e-01
2.460245968045721987e-01,5.367215341376896376e-01
3.331240170354060059e-01,4.474030864240394756e-01
3.514655311289428541e-01,4.849199184262391604e-01
2.587754167110224990e-01,5.718044193724749480e-01
3.553235789118719401e-01,4.611340718860791332e-01
3.087976557707525771e-01,5.782029859183503984e-01
2.782414426390892870e-01,5.590815248760078182e-01
3.071915363497605966e-01,4.584570101272856801e-01
4.581926474029340279e-01,4.091582178475139386e-01
3.952779593953716364e-01,4.209490797190912348e-01
2.482697186456085670e-01,5.161597534785636876e-01
3.004649892955791879e-01,5.407374454909684713e-01
3.434593673926554791e-01,4.813949692669373670e-01
2.947373305359452522e-01,4.409792708878518264e-01
3.312306259940581143e-01,4.834477174530437127e-01
1.825841349785977119e-01,5.591015865418241804e-01
3.120577033914778697e-01,5.384766020338064285e-01
2.721858576515973072e-01,4.695788238774367129e-01
3.280730529561178832e-01,4.822610054478578823e-01
3.275310084124985477e-01,4.105800165667567447e-01
3.870629543764772529e-01,5.322414742032399726e-01
2.978411222456835983e-01,5.568591513892984235e-01
2.871146631032533425e-01,4.727074865748315258e-01
4.616984772865637687e-01,4.195936728948043148e-01
2.615588581238245669e-01,4.318737491900980219e-01
2.298010739665008462e-01,5.583459909373553742e-01
2.279902226934681919e-01,5.564142553462335661e-01
3.093090968731684320e-01,5.096575794669625514e-01
2.682241739782214029e-01,5.497047300833135530e-01
3.321317869715311177e-01,5.356263002628489645e-01
3.666224775975359673e-01,4.709522563056406930e-01
2.925743823379927111e-01,5.303705817578346915e-01
